"x","y"
117,0.0542712575524675
118,0.0462374025080883
119,0.0403063890637396
120,0.0325775959979862
121,0.0245576009746122
122,0.0457446591590144
123,0.0307497814251219
124,0.0350692227152862
125,0.0425922274461982
126,0.0357225838065902
127,0.0460836592619508
128,0.0570945256045645
129,0.0543984523754976
130,0.0293201631607513
131,0.0374810903599797
132,0.0566376774051792
133,0.0356232357311113
134,0.0533287436320351
135,0.0543093518514959
136,0.0592039586830593
137,0.0411269747953829
138,0.053222010614502
139,0.0573014091614877
140,0.0608920200784428
141,0.051304393933509
142,0.0568992587121286
143,0.0643437791095106
144,0.0681829958546505
145,0.0458093514831701
146,0.0524178814826108
147,0.0595454525851858
148,0.0507011777221561
149,0.0515934015754349
150,0.0732474780329525
151,0.060860481080408
152,0.0656127600721687
153,0.0721390457161474
154,0.0623949407077434
155,0.0403311208318064
156,0.0575880960075434
157,0.0618607424416969
158,0.0588717303682174
159,0.0535270089645858
160,0.0485723642643614
161,0.0612534269174633
162,0.0622351678091438
163,0.0431710183274745
164,0.0537442114964767
165,0.0570646781032695
166,0.0571464150308005
167,0.0590745282817258
168,0.0677745880809257
169,0.030578160751035
170,0.0508310382753589
171,0.0752393650001192
172,0.0814587563165664
173,0.0457118651596317
174,0.0733437495944502
175,0.0680151430320389
176,0.0559911476513519
177,0.064318930890121
178,0.0710497241297292
179,0.0760451635232936
180,0.0429143819717168
181,0.0564974931885447
182,0.0572479938220383
183,0.0786188004709418
184,0.0793611204842989
185,0.0730361171835637
186,0.0727336050191113
187,0.0779958603722079
188,0.064338540238386
189,0.0703833116495896
190,0.0498683106599357
191,0.0729360380686203
192,0.0816734497934836
193,0.0700968144246264
194,0.0613700851446077
195,0.0804425390783986
196,0.0652563524726976
197,0.0759465047448368
198,0.0815567508694957
199,0.0618583714755323
200,0.0697164201331052
201,0.0790378888028204
202,0.075485314207579
203,0.0600679746801285
204,0.0939357604960137
205,0.0812118143731711
206,0.0974065067402193
207,0.0706339683136385
208,0.0591841696822923
209,0.0804886433998412
210,0.0643558409991784
211,0.0780452040241937
212,0.10153858992957
213,0.0879194209309309
214,0.0624577096910279
215,0.0809131003308549
216,0.0897694214091978
217,0.0932080670908907
218,0.0813768365852987
219,0.0789041388597101
220,0.102397250641243
221,0.0561481212440741
222,0.0781988066758119
223,0.070083531614422
224,0.0941503273721782
225,0.0534543210243763
226,0.0794407634915114
227,0.0647728375663829
228,0.106957048190135
229,0.0954999154993408
230,0.0753037654965785
231,0.114419592527153
232,0.093342964907682
233,0.0592333219668898
234,0.0927014781283651
235,0.0942897891972668
236,0.107804828332782
237,0.103962062958113
238,0.0810289124084137
239,0.0479423297511514
240,0.0863299242138916
241,0.0950466313652182
242,0.0854950578381008
243,0.0970003715084354
244,0.0478382913496752
245,0.106730022825356
246,0.0696273485591548
247,0.10508157030489
248,0.0777624509539654
249,0.0778907632987462
250,0.105875353857069
251,0.104503616268649
252,0.0778396368694949
253,0.0985104048414851
254,0.0948697080435495
255,0.108724247167394
256,0.0914430963499524
257,0.11322360742665
258,0.0859198514921878
259,0.0868456188883811
260,0.0805714956702046
261,0.0949813765384409
262,0.113635875304028
263,0.120183514759867
264,0.104350919764261
265,0.0911261684585474
266,0.115829095907748
267,0.108287271327781
268,0.122985503855001
269,0.0939129059737946
270,0.110415680441389
271,0.0888223131235322
272,0.0920812810287336
273,0.109044613550116
274,0.114633634626861
275,0.128697084054923
276,0.0950643250322306
277,0.0903813803705248
278,0.0863737662658108
279,0.0952715955223474
280,0.0995585386994007
281,0.105460283391556
282,0.110949608664349
283,0.113524385720635
284,0.116786924281439
285,0.100791028985461
286,0.131281344594176
287,0.108273377034566
288,0.111255140016744
289,0.0896312601047862
290,0.111721727071224
291,0.123877973031628
292,0.0833123115107715
293,0.128612218636658
294,0.0750327295926957
295,0.100656850196104
296,0.099648680461218
297,0.117288697735632
298,0.0947466794552131
299,0.120506226670679
300,0.10587767715848
301,0.0753115511541658
302,0.107892962260849
303,0.10746949631093
304,0.0725915419603867
305,0.124471778365719
306,0.09459536003901
307,0.119698159643729
308,0.124911981881454
309,0.102744416512952
310,0.113588034030565
311,0.10742861917014
312,0.114025252747035
313,0.114990759888975
314,0.136400295119888
315,0.136354665109406
316,0.136521281286291
317,0.102585339035611
318,0.152760776106967
319,0.097119176705072
320,0.0891427989149268
321,0.0885551816795663
322,0.106868984356347
323,0.106292184506147
324,0.134960718993434
325,0.125359533323132
326,0.118730241018912
327,0.108556894387573
328,0.145328876754899
329,0.144815835928482
330,0.102272005208756
331,0.147929094457748
332,0.137168580202105
333,0.118835326700085
334,0.10541088870729
335,0.129671407388926
336,0.126841552713195
337,0.130002233013541
338,0.145587246680213
339,0.121462429426559
340,0.130275513251957
341,0.133570787932496
342,0.135566110220757
343,0.144532154729939
344,0.134452160703793
345,0.14945086072344
346,0.121517684312098
347,0.129106696126568
348,0.129324681799093
349,0.132293103816819
350,0.136442327836536
351,0.133181136076219
352,0.146357299758708
353,0.094005260799372
354,0.154373309259245
355,0.141488255893269
356,0.132387866280107
357,0.132468015423659
358,0.149867933995404
359,0.129023675095445
360,0.0884889898713194
361,0.0993575961986391
362,0.152646964969271
363,0.124257935362941
364,0.152551112964011
365,0.146175265631638
366,0.14387535065642
367,0.147745488020702
368,0.166790965086647
369,0.159907900437618
370,0.132164503933651
371,0.143193602779858
372,0.160268139947058
373,0.159930926733441
374,0.171761926210915
375,0.136958834907295
376,0.149091633848986
377,0.195008943243589
378,0.138291477150935
379,0.174908678683359
380,0.156901083614995
381,0.0965397315525337
382,0.16582753565425
383,0.16743609018838
384,0.161296490873095
385,0.173662566170465
386,0.16990936654387
387,0.17601743612872
388,0.181248209588611
389,0.125984649406918
390,0.0963519802406153
391,0.194511411363404
392,0.174085443855657
393,0.208116965921996
394,0.175958988960738
395,0.195285227600186
396,0.132603724146341
397,0.135266016654946
398,0.20624713642272
399,0.161929182323754
400,0.203161039877661
401,0.160092368112039
402,0.203409025937895
